brand_id,store_id,opening_month,expected_sales_month_count,actual_sales_month_count,missing_sales_month_count,extra_sales_month_count,training_input_status
BRAND_ALPHA,BRAND_ALPHA_121,2025-02-01,17,17,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_009,2025-03-01,16,16,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_153,2025-03-01,16,16,0,0,PASS
BRAND_BETA,BRAND_BETA_014,2025-03-01,16,16,0,0,PASS
BRAND_BETA,BRAND_BETA_036,2025-03-01,16,16,0,0,PASS
BRAND_BETA,BRAND_BETA_099,2025-03-01,16,16,0,0,PASS
BRAND_BETA,BRAND_BETA_101,2025-03-01,16,16,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_033,2025-03-01,16,16,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_058,2025-03-01,16,16,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_064,2025-04-01,15,15,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_098,2025-04-01,15,15,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_172,2025-04-01,15,15,0,0,PASS
BRAND_BETA,BRAND_BETA_012,2025-04-01,15,15,0,0,PASS
BRAND_BETA,BRAND_BETA_040,2025-04-01,15,15,0,0,PASS
BRAND_BETA,BRAND_BETA_086,2025-04-01,15,15,0,0,PASS
BRAND_BETA,BRAND_BETA_092,2025-04-01,15,15,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_099,2025-05-01,14,14,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_115,2025-05-01,14,14,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_120,2025-05-01,14,14,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_136,2025-05-01,14,14,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_157,2025-05-01,14,14,0,0,PASS
BRAND_BETA,BRAND_BETA_079,2025-05-01,14,14,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_039,2025-05-01,14,14,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_032,2025-06-01,13,13,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_082,2025-06-01,13,13,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_126,2025-06-01,13,13,0,0,PASS
BRAND_BETA,BRAND_BETA_039,2025-06-01,13,13,0,0,PASS
BRAND_BETA,BRAND_BETA_063,2025-06-01,13,13,0,0,PASS
BRAND_BETA,BRAND_BETA_097,2025-06-01,13,13,0,0,PASS
